District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Jagtial,Jagityal_Rural,15-Mar-21,0,18.3,35.3,44.4,74.9,,
Jagtial,Jagityal_Rural,16-Mar-21,0,19.7,34.9,52.5,80.4,,
Jagtial,Jagityal_Rural,17-Mar-21,0,20.2,33.8,35.3,83.1,,
Jagtial,Jagityal_Rural,18-Mar-21,0,22.3,35.2,32,72.3,,
Jagtial,Jagityal_Rural,19-Mar-21,0,20.8,32.5,49.4,77.6,,
Jagtial,Jagityal_Rural,20-Mar-21,0,21.6,32.6,28.6,67.4,,
Jagtial,Jagityal_Rural,21-Mar-21,0,19.4,32.8,34.2,71.3,,
Jagtial,Jagityal_Rural,22-Mar-21,0,20.9,34.3,37.4,76.3,,
Jagtial,Jagityal_Rural,23-Mar-21,0,21.5,35.6,30.1,69.2,,
Jagtial,Jagityal_Rural,24-Mar-21,0,19.8,33.8,32.9,75.8,,
Jagtial,Jagityal_Rural,25-Mar-21,0,20.7,34.4,27.6,74.7,,
Jagtial,Jagityal_Rural,26-Mar-21,0,21.1,37.5,35,72.3,,
Jagtial,Jagityal_Rural,27-Mar-21,0,22.4,37.1,22.2,56.1,,
Jagtial,Jagityal_Rural,28-Mar-21,0,19.1,39.7,21.1,72.9,,
Jagtial,Jagityal_Rural,29-Mar-21,0,19.5,38.1,12.2,77,,
Jagtial,Jagityal_Rural,30-Mar-21,0,21.8,37.9,29.8,77.2,,
Jagtial,Jagityal_Rural,31-Mar-21,0,20.4,37,26,57.8,,
Jagtial,Jagtial,1-Jan-21,0,16.9,28.4,51.6,97.4,,
Jagtial,Jagtial,2-Jan-21,0,16.5,28,56.6,99,,
Jagtial,Jagtial,3-Jan-21,0,16.3,28.6,53.2,98.7,,
Jagtial,Jagtial,4-Jan-21,0,17.8,28.8,53.2,95.2,,
Jagtial,Jagtial,5-Jan-21,0,16.5,29.4,48.1,97.3,,
Jagtial,Jagtial,6-Jan-21,0,19.7,30,47,93.1,,
Jagtial,Jagtial,7-Jan-21,0,21.9,29.1,62.3,94.4,,
Jagtial,Jagtial,8-Jan-21,0.3,21.8,26.6,74.1,98.1,,
Jagtial,Jagtial,9-Jan-21,0,20.1,31.2,46.8,94.5,,
Jagtial,Jagtial,10-Jan-21,0,17.3,31.4,27.4,94,,
Jagtial,Jagtial,11-Jan-21,0,16.8,32.1,31.5,95,,
Jagtial,Jagtial,12-Jan-21,0,18.2,30.9,46.6,96.6,,
Jagtial,Jagtial,13-Jan-21,0,18.5,31,45.8,97.6,,
Jagtial,Jagtial,14-Jan-21,0,17.2,31.8,41.7,96.5,,
Jagtial,Jagtial,15-Jan-21,0,16.5,31.8,41.7,94.9,,
Jagtial,Jagtial,16-Jan-21,0,16.5,31,39.3,95.8,,
Jagtial,Jagtial,17-Jan-21,0,17.2,30.8,42.2,98,,
Jagtial,Jagtial,18-Jan-21,0,17.5,30.2,50.6,96.3,,
Jagtial,Jagtial,19-Jan-21,0,18.2,29.9,48.2,96.1,,
Jagtial,Jagtial,20-Jan-21,0,18.8,32.1,43.4,93,,
Jagtial,Jagtial,21-Jan-21,0,19.4,32.6,41.9,93.7,,
Jagtial,Jagtial,22-Jan-21,0,17.7,31,44.3,94.5,,
Jagtial,Jagtial,23-Jan-21,0,18.1,31.5,46.6,95.4,,
Jagtial,Jagtial,24-Jan-21,0,19.5,31.5,43,94.7,,
Jagtial,Jagtial,25-Jan-21,0,18.9,32,49.4,95.6,,
Jagtial,Jagtial,26-Jan-21,0,19.4,32,49.8,93.2,,
Jagtial,Jagtial,27-Jan-21,0,19.8,31.6,46.7,94.9,,
Jagtial,Jagtial,28-Jan-21,0,20.5,32,48.8,93,,
Jagtial,Jagtial,29-Jan-21,0,19.9,31.4,48.2,92.2,,
Jagtial,Jagtial,30-Jan-21,0,19.6,30.3,52.3,98,,
Jagtial,Jagtial,31-Jan-21,0,19,28.4,59.9,95.2,,
Jagtial,Jagtial,1-Feb-21,0,17.5,30,52.4,95.8,,
Jagtial,Jagtial,2-Feb-21,0,14.4,29.7,47,96.7,,
Jagtial,Jagtial,3-Feb-21,0,13.1,30.7,23.4,93.8,,
Jagtial,Jagtial,4-Feb-21,0,13.2,31.1,21.6,91.1,,
Jagtial,Jagtial,5-Feb-21,0,13.9,30.4,32.4,92.5,,
Jagtial,Jagtial,6-Feb-21,0,16.3,30.9,30.5,87.2,,
Jagtial,Jagtial,7-Feb-21,0,15.3,29.8,36.6,91,,
Jagtial,Jagtial,8-Feb-21,0,11.9,28.9,37.9,94.2,,
Jagtial,Jagtial,9-Feb-21,0,12.2,29.4,25.6,91.4,,
Jagtial,Jagtial,10-Feb-21,0,13.1,30.4,28.4,92.5,,
Jagtial,Jagtial,11-Feb-21,0,15,30.7,25.7,87.7,,
Jagtial,Jagtial,12-Feb-21,0,17.5,31.7,34.9,90.2,,
Jagtial,Jagtial,13-Feb-21,0,16.3,30.8,29.5,83.6,,
Jagtial,Jagtial,14-Feb-21,0,18.5,31.4,33.6,77.5,,
Jagtial,Jagtial,15-Feb-21,0,19.8,31.8,32.9,73.2,,
Jagtial,Jagtial,16-Feb-21,0,20,32.8,31.8,77.4,,
Jagtial,Jagtial,17-Feb-21,0,21.2,33.2,30,69.5,,
Jagtial,Jagtial,18-Feb-21,0,19,30,42.5,80.1,,
Jagtial,Jagtial,19-Feb-21,0,19.3,28.9,53.8,84.1,,
Jagtial,Jagtial,20-Feb-21,0,16.4,26.3,52.6,94.2,,
Jagtial,Jagtial,21-Feb-21,0,18.1,29.6,42.1,92.8,,
Jagtial,Jagtial,22-Feb-21,0,18,31,42.5,93.4,,
Jagtial,Jagtial,23-Feb-21,0,16.8,32.3,36,91.9,,
Jagtial,Jagtial,24-Feb-21,0,16.4,33.4,26.7,86.6,,
Jagtial,Jagtial,25-Feb-21,0,16.6,35.1,23.1,82.2,,
Jagtial,Jagtial,26-Feb-21,0,18.8,35.7,23.8,80.2,,
Jagtial,Jagtial,27-Feb-21,0,19.6,36,27.2,75.2,,
Jagtial,Jagtial,28-Feb-21,0,18.5,35.5,22.6,78.6,,
Jagtial,Jagtial,1-Mar-21,0,23,36.6,20.7,67.6,,
Jagtial,Jagtial,2-Mar-21,0,20.9,35.5,29.6,80.3,,
Jagtial,Jagtial,3-Mar-21,0,19.1,35.2,32.9,88.9,,
Jagtial,Jagtial,4-Mar-21,0,18,35.5,18.8,76.9,,
Jagtial,Jagtial,5-Mar-21,0,18.7,35.2,20.5,72,,
Jagtial,Jagtial,6-Mar-21,0,18.8,33.4,35.8,81.2,,
Jagtial,Jagtial,7-Mar-21,0,18.5,35.6,23.4,83.3,,
Jagtial,Jagtial,8-Mar-21,0,19.4,35.5,25.7,85.1,,
Jagtial,Jagtial,9-Mar-21,0,20.4,33.3,41,91.5,,
Jagtial,Jagtial,10-Mar-21,0,21.8,32.9,46.7,82.9,,
Jagtial,Jagtial,11-Mar-21,0,22.9,32.5,47.8,81.4,,
Jagtial,Jagtial,12-Mar-21,0,20.8,35.6,34.3,81.5,,
Jagtial,Jagtial,13-Mar-21,0,20.4,36.2,29.9,77.2,,
Jagtial,Jagtial,14-Mar-21,0,18.7,32.6,35.8,78,,
Jagtial,Jagtial,15-Mar-21,0,19.1,35.3,25.9,75.9,,
Jagtial,Jagtial,16-Mar-21,0,21.4,34.9,36.4,76.5,,
Jagtial,Jagtial,17-Mar-21,0,21.5,35.5,34.2,85.5,,
Jagtial,Jagtial,18-Mar-21,0,22.1,34.1,41.9,86.9,,
Jagtial,Jagtial,19-Mar-21,0,21,34.9,39.7,86.8,,
Jagtial,Jagtial,20-Mar-21,0,22.3,33.7,31,78.5,,
Jagtial,Jagtial,21-Mar-21,0,19.3,33.9,29.3,82.6,,
Jagtial,Jagtial,22-Mar-21,0,21.5,34.3,31.8,77.8,,
Jagtial,Jagtial,23-Mar-21,0,22.5,35.8,33.8,69.1,,
Jagtial,Jagtial,24-Mar-21,0,21,33.1,36.7,77,,
Jagtial,Jagtial,25-Mar-21,0,21.3,35.6,31.3,78.5,,
Jagtial,Jagtial,26-Mar-21,0,22.4,36.9,27.1,72.1,,
Jagtial,Jagtial,27-Mar-21,0,22.4,37.2,26.9,74.7,,
Jagtial,Jagtial,28-Mar-21,0,20.4,38.1,18.7,75.2,,
Jagtial,Jagtial,29-Mar-21,0,22.1,39.6,14.5,76,,
Jagtial,Jagtial,30-Mar-21,0,23.6,39,24.2,72.4,,
Jagtial,Jagtial,31-Mar-21,0,23.4,39.3,20.2,63.3,,
Jagtial,Medipalle,1-Jan-21,0,15.8,30.1,44.7,99.9,,
Jagtial,Medipalle,2-Jan-21,0,15.4,30.1,50,99.9,,
Jagtial,Medipalle,3-Jan-21,0,15.4,30,45.3,99.9,,
Jagtial,Medipalle,4-Jan-21,0,16.6,30.3,44.7,99.9,,
Jagtial,Medipalle,5-Jan-21,0,15.1,30.5,42.4,99.9,,
Jagtial,Medipalle,6-Jan-21,0,19.3,30.3,41.9,97.7,,
Jagtial,Medipalle,7-Jan-21,0.1,19.8,33.2,55.6,98.9,,
Jagtial,Medipalle,8-Jan-21,0.7,21,27.4,70.3,99.9,,
Jagtial,Medipalle,9-Jan-21,0,18.9,32.7,34.7,98.1,,
Jagtial,Medipalle,10-Jan-21,0,15.9,33.2,24.3,99.9,,
Jagtial,Medipalle,11-Jan-21,0,15.4,35.5,26.6,99.9,,
Jagtial,Medipalle,12-Jan-21,0,16.7,32.7,39.3,99.9,,
Jagtial,Medipalle,13-Jan-21,0,17.2,31.5,42.4,99.9,,
Jagtial,Medipalle,14-Jan-21,0,15.9,34.6,35.9,99.9,,
Jagtial,Medipalle,15-Jan-21,0,15.9,32.8,36.5,99.9,,
Jagtial,Medipalle,16-Jan-21,0,15.2,32.7,32.8,96.4,,
Jagtial,Medipalle,17-Jan-21,0,16.8,32.2,36.2,99.9,,
Jagtial,Medipalle,18-Jan-21,0,17,30.6,41.3,99.9,,
Jagtial,Medipalle,19-Jan-21,0,17,33.3,39.6,99.9,,
Jagtial,Medipalle,20-Jan-21,0,17.9,32.5,38.8,97,,
Jagtial,Medipalle,21-Jan-21,0,18.8,35.6,37.4,89.6,,
Jagtial,Medipalle,22-Jan-21,0,16.8,32.3,37.9,99.9,,
Jagtial,Medipalle,23-Jan-21,0,16.8,34.8,37,99.9,,
Jagtial,Medipalle,24-Jan-21,0,18.3,34.7,35.3,95.5,,
Jagtial,Medipalle,25-Jan-21,0,18.9,33.1,42.8,96.3,,
Jagtial,Medipalle,26-Jan-21,0,18.8,34.9,40.3,92.8,,
Jagtial,Medipalle,27-Jan-21,0,18.8,35.9,38.2,93.4,,
Jagtial,Medipalle,28-Jan-21,0,20.1,35.5,39.9,93.5,,
Jagtial,Medipalle,29-Jan-21,0,18.8,33.4,40.5,97,,
Jagtial,Medipalle,30-Jan-21,0,18.4,32.5,44,99.9,,
Jagtial,Medipalle,31-Jan-21,0,18.2,32.9,53.6,99.9,,
Jagtial,Medipalle,1-Feb-21,0,16.7,30.5,46.6,95.8,,
Jagtial,Medipalle,2-Feb-21,0,12.1,31.8,34.7,99.9,,
Jagtial,Medipalle,3-Feb-21,0,13.1,32.5,20.5,94.4,,
Jagtial,Medipalle,4-Feb-21,0,12.1,35.3,15.7,93.6,,
Jagtial,Medipalle,5-Feb-21,0,13.6,31,22.7,94.1,,
Jagtial,Medipalle,6-Feb-21,0,15.8,33,25.2,82.8,,
Jagtial,Medipalle,7-Feb-21,0,13.6,32.9,28,96.6,,
Jagtial,Medipalle,8-Feb-21,0,12,32.3,29.3,90.9,,
Jagtial,Medipalle,9-Feb-21,0,10.8,31.6,21.1,95.1,,
Jagtial,Medipalle,10-Feb-21,0,11.8,31.8,22.5,95.4,,
Jagtial,Medipalle,11-Feb-21,0,13,33.2,15,88.6,,
Jagtial,Medipalle,12-Feb-21,0,16.1,32.8,27.3,88.6,,
Jagtial,Medipalle,13-Feb-21,0,15.8,33,30.7,88.1,,
Jagtial,Medipalle,14-Feb-21,0,19.1,35,31.4,82.2,,
Jagtial,Medipalle,15-Feb-21,0,18.6,35.5,32.1,77.8,,
Jagtial,Medipalle,16-Feb-21,0,17.9,34.6,31.4,78.8,,
Jagtial,Medipalle,17-Feb-21,0,19.7,36.3,26.9,70.8,,
Jagtial,Medipalle,18-Feb-21,0,17.5,30.7,37.9,85.7,,
Jagtial,Medipalle,19-Feb-21,0.1,17.6,32.6,45.9,95.5,,
Jagtial,Medipalle,20-Feb-21,0,16,27.2,54.1,99.9,,
Jagtial,Medipalle,21-Feb-21,0,17.5,30.7,36.7,94.8,,
Jagtial,Medipalle,22-Feb-21,0,16.9,32,35.9,99.9,,
Jagtial,Medipalle,23-Feb-21,0,14.6,34.5,26.9,96.1,,
Jagtial,Medipalle,24-Feb-21,0,15.3,35.7,22.7,84.3,,
Jagtial,Medipalle,25-Feb-21,0,15.8,37.6,18.6,81.4,,
Jagtial,Medipalle,26-Feb-21,0,17.3,37.3,20.2,80,,
Jagtial,Medipalle,27-Feb-21,0,19.6,37.3,22.7,81.9,,
Jagtial,Medipalle,28-Feb-21,0,17.5,37.9,18.8,83.1,,
Jagtial,Medipalle,1-Mar-21,0,22.9,38.6,16.1,71.3,,
Jagtial,Medipalle,2-Mar-21,0,19.8,37.1,24.9,89.9,,
Jagtial,Medipalle,3-Mar-21,0,19.2,35.9,24.8,95.1,,
Jagtial,Medipalle,4-Mar-21,0,16,38.4,14.9,81.3,,
Jagtial,Medipalle,5-Mar-21,0,17.2,37.9,13.3,74.8,,
Jagtial,Medipalle,6-Mar-21,0,17.9,34.8,26.9,80.8,,
Jagtial,Medipalle,7-Mar-21,0,18.1,36.7,20.2,75.8,,
Jagtial,Medipalle,8-Mar-21,0,19.5,37.4,22.7,82.1,,
Jagtial,Medipalle,9-Mar-21,0,19.3,36.6,29.6,89.7,,
Jagtial,Medipalle,10-Mar-21,0,19.9,35.9,30.3,85.3,,
Jagtial,Medipalle,11-Mar-21,0,19.8,35.3,36.2,83.1,,
Jagtial,Medipalle,12-Mar-21,0,18.9,36.1,23.3,83.9,,
Jagtial,Medipalle,13-Mar-21,0,18.5,34.8,17.7,79.2,,
Jagtial,Medipalle,14-Mar-21,0,17.6,34.4,26.9,74.7,,
Jagtial,Medipalle,15-Mar-21,0,18.8,36.3,19.3,75.6,,
Jagtial,Medipalle,16-Mar-21,0,20.1,35.2,31,73.3,,
Jagtial,Medipalle,17-Mar-21,0,20.7,36.5,31.1,82.6,,
Jagtial,Medipalle,18-Mar-21,0,21.7,37.2,35.9,87.7,,
Jagtial,Medipalle,19-Mar-21,0,19.9,33.8,41.5,83.2,,
Jagtial,Medipalle,20-Mar-21,0,20.6,36,20.2,83.1,,
Jagtial,Medipalle,21-Mar-21,0,18.6,34.3,30,81.9,,
Jagtial,Medipalle,22-Mar-21,0,20.3,36.2,23,82.1,,
Jagtial,Medipalle,23-Mar-21,0,21.8,38.6,28.5,77.6,,
Jagtial,Medipalle,24-Mar-21,0,19.2,34.2,32.4,73.7,,
Jagtial,Medipalle,25-Mar-21,0,20.5,37.4,22.3,82.5,,
Jagtial,Medipalle,26-Mar-21,0,20.4,39,20.5,76.7,,
Jagtial,Medipalle,27-Mar-21,0,20.1,39.4,20.7,75.1,,
Jagtial,Medipalle,28-Mar-21,0,19.6,39.9,12.3,73.6,,
Jagtial,Medipalle,29-Mar-21,0,20.7,40.6,12.3,76.2,,
Jagtial,Medipalle,30-Mar-21,0,21.6,40.4,16.8,73,,
Jagtial,Medipalle,31-Mar-21,0,21.3,39.3,17.7,52.8,,
Jagtial,Koratla,1-Jan-21,0,15.6,30,53.8,99.9,,
Jagtial,Koratla,2-Jan-21,0,16.9,30.2,54.2,99.9,,
Jagtial,Koratla,3-Jan-21,0,14.7,29.4,51.4,99.9,,
Jagtial,Koratla,4-Jan-21,0,16.8,30.8,53.3,99.9,,
Jagtial,Koratla,5-Jan-21,0,15.4,32.8,45.8,99.9,,
Jagtial,Koratla,6-Jan-21,0,19.8,30.8,42.5,99.9,,
Jagtial,Koratla,7-Jan-21,0,21.7,28.8,62,99.9,,
Jagtial,Koratla,8-Jan-21,0,20.6,26.6,60.5,99.9,,
Jagtial,Koratla,9-Jan-21,0,17.8,32.1,36.5,99.9,,
Jagtial,Koratla,10-Jan-21,0,17.3,32.4,24.7,99.9,,
Jagtial,Koratla,11-Jan-21,0,17.5,35.2,23.8,99.9,,
Jagtial,Koratla,12-Jan-21,0,17.8,32.6,39.9,99.9,,
Jagtial,Koratla,13-Jan-21,0,19,32.9,46.9,99.9,,
Jagtial,Koratla,14-Jan-21,0,19.3,35.1,34.5,99.9,,
Jagtial,Koratla,15-Jan-21,0,16.8,35.1,34.5,99.9,,
Jagtial,Koratla,16-Jan-21,0,16.2,35.2,34.5,99.9,,
Jagtial,Koratla,17-Jan-21,0,17.4,32.9,37.8,99.9,,
Jagtial,Koratla,18-Jan-21,0,17.7,30.1,40.7,99.9,,
Jagtial,Koratla,19-Jan-21,0,17.2,30.6,46.3,99.9,,
Jagtial,Koratla,20-Jan-21,0,18.3,33.7,33.2,99.9,,
Jagtial,Koratla,21-Jan-21,0,19.5,33.6,40.4,99.9,,
Jagtial,Koratla,22-Jan-21,0,18,32.2,30.5,99.9,,
Jagtial,Koratla,23-Jan-21,0,17.7,34.7,34,99.9,,
Jagtial,Koratla,24-Jan-21,0,18.8,33.4,36.8,99.9,,
Jagtial,Koratla,25-Jan-21,0,19.7,35.5,48.1,99.9,,
Jagtial,Koratla,26-Jan-21,0,19.9,33.2,47.6,99.9,,
Jagtial,Koratla,27-Jan-21,0,20,35.2,41.5,99.9,,
Jagtial,Koratla,28-Jan-21,0,19.8,35.1,43.5,99.9,,
Jagtial,Koratla,29-Jan-21,0,19,33,44,99.9,,
Jagtial,Koratla,30-Jan-21,0,18.9,33,41.5,99.9,,
Jagtial,Koratla,31-Jan-21,0,16.7,32.7,44,99.9,,
Jagtial,Koratla,1-Feb-21,0,15.5,32.6,42,100,,
Jagtial,Koratla,2-Feb-21,0,15.1,33.2,33.5,99.9,,
Jagtial,Koratla,3-Feb-21,0,13,34.7,19.5,96.9,,
Jagtial,Koratla,4-Feb-21,0,12.8,33.1,13.8,99.9,,
Jagtial,Koratla,5-Feb-21,0,13.4,30.4,19.9,99.9,,
Jagtial,Koratla,6-Feb-21,0,15.9,32.1,24.3,99.9,,
Jagtial,Koratla,7-Feb-21,0,15.2,32.9,28.8,99.9,,
Jagtial,Koratla,8-Feb-21,0,12.4,30.8,27,99.9,,
Jagtial,Koratla,9-Feb-21,0,11.9,29.8,15.8,99.9,,
Jagtial,Koratla,10-Feb-21,0,12.6,32.4,20.1,99.9,,
Jagtial,Koratla,11-Feb-21,0,14.6,35.1,16.1,99.9,,
Jagtial,Koratla,12-Feb-21,0,16.4,35.4,28.6,99.9,,
Jagtial,Koratla,13-Feb-21,0,16.6,32.4,26.9,99.9,,
Jagtial,Koratla,14-Feb-21,0,17.6,34.7,32,95.5,,
Jagtial,Koratla,15-Feb-21,0,17.8,35.3,36.3,95.1,,
Jagtial,Koratla,16-Feb-21,0,17.9,35,26.4,99.9,,
Jagtial,Koratla,17-Feb-21,0,18,35.9,27.1,85.1,,
Jagtial,Koratla,18-Feb-21,0,18.2,30.6,30,95.7,,
Jagtial,Koratla,19-Feb-21,0,18.9,32.5,51.9,89.2,,
Jagtial,Koratla,20-Feb-21,0,17.1,30.6,55,99.9,,
Jagtial,Koratla,21-Feb-21,0,17.8,30,40.3,99.9,,
Jagtial,Koratla,22-Feb-21,0,17.6,32.5,40.7,99.9,,
Jagtial,Koratla,23-Feb-21,0,17.3,33.3,32.5,99.9,,
Jagtial,Koratla,24-Feb-21,0,15.7,37.3,23.7,99.9,,
Jagtial,Koratla,25-Feb-21,0,17.2,35.1,20.1,97.6,,
Jagtial,Koratla,26-Feb-21,0,17.6,37.9,16.5,88.8,,
Jagtial,Koratla,27-Feb-21,0,19,37,19,86,,
Jagtial,Koratla,28-Feb-21,0,18.4,37.9,15.8,91.7,,
Jagtial,Koratla,1-Mar-21,0,23.2,39,13.6,72.2,,
Jagtial,Koratla,2-Mar-21,0,20,36.4,24.4,75.8,,
Jagtial,Koratla,3-Mar-21,0,18.8,35.5,21.9,92.4,,
Jagtial,Koratla,4-Mar-21,0,17,34.6,19.2,89.5,,
Jagtial,Koratla,5-Mar-21,0,17.6,37,14,86,,
Jagtial,Koratla,6-Mar-21,0,17.9,36.1,17.5,89.5,,
Jagtial,Koratla,7-Mar-21,0,18.1,36.9,17.5,90.1,,
Jagtial,Koratla,8-Mar-21,0,19.7,37,18.8,91.5,,
Jagtial,Koratla,9-Mar-21,0,20.4,38.3,23.6,99.9,,
Jagtial,Koratla,10-Mar-21,0,19.7,36.9,42.4,97,,
Jagtial,Koratla,11-Mar-21,0,20.2,37.4,34.7,100,,
Jagtial,Koratla,12-Mar-21,0,18.5,34.7,35.6,99.9,,
Jagtial,Koratla,13-Mar-21,0,18.9,36.2,31.8,100,,
Jagtial,Koratla,14-Mar-21,0,16.8,34.7,23.1,89.4,,
Jagtial,Koratla,15-Mar-21,0,19.2,34.7,25.5,88.8,,
Jagtial,Koratla,16-Mar-21,0,20,34.5,31.9,91.7,,
Jagtial,Koratla,17-Mar-21,0,20.4,36.8,26.5,97.5,,
Jagtial,Koratla,18-Mar-21,0,22.1,36.7,32.1,91.9,,
Jagtial,Koratla,19-Mar-21,0,21,34.7,48.4,91.7,,
Jagtial,Koratla,20-Mar-21,0,20.2,34.3,23.1,82.9,,
Jagtial,Koratla,21-Mar-21,0,19.9,34.7,38.2,88.8,,
Jagtial,Koratla,22-Mar-21,0,21.4,36.7,23.5,84.1,,
Jagtial,Koratla,23-Mar-21,0,22.6,37,24.8,70.2,,
Jagtial,Koratla,24-Mar-21,0,20.8,34.3,31.1,88.7,,
Jagtial,Koratla,25-Mar-21,0,20.9,36.7,26.4,90.2,,
Jagtial,Koratla,26-Mar-21,0,21.2,36.2,23.2,82.5,,
Jagtial,Koratla,27-Mar-21,0,19.9,37.7,16.8,85.4,,
Jagtial,Koratla,28-Mar-21,0,19.6,41.3,14.2,82.5,,
Jagtial,Koratla,29-Mar-21,0,20.3,41.5,9.3,100,,
Jagtial,Koratla,30-Mar-21,0,21.1,39.6,14.2,78.7,,
Jagtial,Koratla,31-Mar-21,0,20,40.6,13.8,63.7,,
Jagtial,Metpalle,1-Jan-21,0,15.3,29.6,48.1,97.7,,
Jagtial,Metpalle,2-Jan-21,0,14.6,28.5,50.9,97.7,,
Jagtial,Metpalle,3-Jan-21,0,14.3,29.4,48.5,97.7,,
Jagtial,Metpalle,4-Jan-21,0,15.4,29.9,44.1,97.6,,
Jagtial,Metpalle,5-Jan-21,0,14.7,30.4,34.8,96.8,,
Jagtial,Metpalle,6-Jan-21,0,18.8,30.6,41.9,94.5,,
Jagtial,Metpalle,7-Jan-21,0,21.1,29,56.6,91.2,,
Jagtial,Metpalle,8-Jan-21,0,20.2,26.6,65.2,97.3,,
Jagtial,Metpalle,9-Jan-21,0,16.9,31.4,36.5,97.3,,
Jagtial,Metpalle,10-Jan-21,0,16.1,32.5,23.8,94.8,,
Jagtial,Metpalle,11-Jan-21,0,15.5,33.6,24.4,94.5,,
Jagtial,Metpalle,12-Jan-21,0,16.9,32.7,39.7,96,,
Jagtial,Metpalle,13-Jan-21,0,17,31.9,41.7,96.5,,
Jagtial,Metpalle,14-Jan-21,0,15.5,32.5,38.1,95.8,,
Jagtial,Metpalle,15-Jan-21,0,15,32.2,35.1,96.8,,
Jagtial,Metpalle,16-Jan-21,0,14.9,31.5,34.2,97,,
Jagtial,Metpalle,17-Jan-21,0,15.9,32.1,39.2,97,,
Jagtial,Metpalle,18-Jan-21,0,15.7,30.8,40.8,97,,
Jagtial,Metpalle,19-Jan-21,0,16.1,31.2,44.1,96.5,,
Jagtial,Metpalle,20-Jan-21,0,17.1,33.6,33.2,95.5,,
Jagtial,Metpalle,21-Jan-21,0,18.6,33.5,39,91,,
Jagtial,Metpalle,22-Jan-21,0,16.8,33,37.3,94.3,,
Jagtial,Metpalle,23-Jan-21,0,16.8,32.2,37.3,96,,
Jagtial,Metpalle,24-Jan-21,0,17.9,33.3,36.8,96,,
Jagtial,Metpalle,25-Jan-21,0,17.9,32.6,45.8,95,,
Jagtial,Metpalle,26-Jan-21,0,18,33.1,43.4,95.5,,
Jagtial,Metpalle,27-Jan-21,0,18,32.8,41.2,96,,
Jagtial,Metpalle,28-Jan-21,0,19.7,32.8,43.4,95.7,,
Jagtial,Metpalle,29-Jan-21,0,17.7,32.1,40.8,95.5,,
Jagtial,Metpalle,30-Jan-21,0,17.7,32,46.2,94.5,,
Jagtial,Metpalle,31-Jan-21,0,17.5,30,48.5,93,,
Jagtial,Metpalle,1-Feb-21,0,16.2,30.9,47.2,94.3,,
Jagtial,Metpalle,2-Feb-21,0,13.6,31.1,35.3,95.8,,
Jagtial,Metpalle,3-Feb-21,0,11.2,32,20.3,93.7,,
Jagtial,Metpalle,4-Feb-21,0,11.6,32.8,17.4,93.2,,
Jagtial,Metpalle,5-Feb-21,0,13,30.7,21.8,91.1,,
Jagtial,Metpalle,6-Feb-21,0,15.1,32,26.6,89.4,,
Jagtial,Metpalle,7-Feb-21,0,13.7,31.5,29.6,90.3,,
Jagtial,Metpalle,8-Feb-21,0,10.1,30.8,29,93.4,,
Jagtial,Metpalle,9-Feb-21,0,11.1,29.8,17.9,94.2,,
Jagtial,Metpalle,10-Feb-21,0,12.4,32.4,21.8,93.3,,
Jagtial,Metpalle,11-Feb-21,0,13.1,32.4,18.8,90.7,,
Jagtial,Metpalle,12-Feb-21,0,15.6,32.5,29.3,88.5,,
Jagtial,Metpalle,13-Feb-21,0,14.8,32.7,26,91.3,,
Jagtial,Metpalle,14-Feb-21,0,17.1,33.1,33.9,90.1,,
Jagtial,Metpalle,15-Feb-21,0,17.3,33.5,35.1,86.3,,
Jagtial,Metpalle,16-Feb-21,0,16.9,35,27.3,90.4,,
Jagtial,Metpalle,17-Feb-21,0,18.1,34.9,27.3,78,,
Jagtial,Metpalle,18-Feb-21,0,16.8,31.4,32.9,93,,
Jagtial,Metpalle,19-Feb-21,0,17.8,29.5,47.6,86.9,,
Jagtial,Metpalle,20-Feb-21,0,15.5,26.4,48.7,94.8,,
Jagtial,Metpalle,21-Feb-21,0,16.7,31.4,38.7,92.2,,
Jagtial,Metpalle,22-Feb-21,0,16.9,32.5,32.9,92,,
Jagtial,Metpalle,23-Feb-21,0,15.4,33.8,33.2,93.7,,
Jagtial,Metpalle,24-Feb-21,0,14.7,35.3,24.9,92.8,,
Jagtial,Metpalle,25-Feb-21,0,15.7,35.4,21.6,88,,
Jagtial,Metpalle,26-Feb-21,0,17.1,37.9,18.5,82.5,,
Jagtial,Metpalle,27-Feb-21,0,19,36.8,23.6,83.1,,
Jagtial,Metpalle,28-Feb-21,0,17.3,37.9,17.8,87.4,,
Jagtial,Metpalle,1-Mar-21,0,23.4,38,17.8,66,,
Jagtial,Metpalle,2-Mar-21,0,19.4,36.6,20.9,85.3,,
Jagtial,Metpalle,3-Mar-21,0,18.8,36.3,26.9,85,,
Jagtial,Metpalle,4-Mar-21,0,16.7,35.6,21.6,81.8,,
Jagtial,Metpalle,5-Mar-21,0,17.1,37,15.9,81.8,,
Jagtial,Metpalle,6-Mar-21,0,17.6,36.1,19.6,83.2,,
Jagtial,Metpalle,7-Mar-21,0,17.1,36.9,19.1,83.2,,
Jagtial,Metpalle,8-Mar-21,0,18.3,37.9,19.4,88.7,,
Jagtial,Metpalle,9-Mar-21,0,19.3,36.8,26.5,89.2,,
